room,scene_index,scene_uid,evaluation_uid,target_relation_count,floor_mesh_gate_available,floor_repair_accepted,random_accepted,random_available,cwgcp_accepted,cwgcp_runtime_seconds,cwgcp_unresolved_relations,cwgcp_selected_source,baseline_mesh_collision_pairs,floor_prior_mesh_collision_pairs,cwgcp_mesh_collision_pairs,baseline_satisfied,baseline_total,baseline_accuracy,baseline_obb_collision_pairs,baseline_obb_overlap_area,baseline_total_movement,baseline_max_movement,baseline_edited_objects,floor_prior_satisfied,floor_prior_total,floor_prior_accuracy,floor_prior_obb_collision_pairs,floor_prior_obb_overlap_area,floor_prior_total_movement,floor_prior_max_movement,floor_prior_edited_objects,random_satisfied,random_total,random_accuracy,random_obb_collision_pairs,random_obb_overlap_area,random_total_movement,random_max_movement,random_edited_objects,cwgcp_satisfied,cwgcp_total,cwgcp_accuracy,cwgcp_obb_collision_pairs,cwgcp_obb_overlap_area,cwgcp_total_movement,cwgcp_max_movement,cwgcp_edited_objects,generic_satisfied,generic_total,generic_accuracy,generic_obb_collision_pairs,generic_obb_overlap_area,generic_total_movement,generic_max_movement,generic_edited_objects
bedroom,10,12329142-9d6e-4957-8592-4d156a454bab_MasterBedroom-18415,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::12329142-9d6e-4957-8592-4d156a454bab_MasterBedroom-18415,2,True,False,False,True,False,0.0008631999953649938,0,baseline_rollback,0.0,0.0,0.0,2,2,1.0,1,0.13469753615999985,0.0,0.0,0,2,2,1.0,1,0.13469753615999985,0.0,0.0,0,2,2,1.0,1,0.13469753615999985,0.0,0.0,0,2,2,1.0,1,0.13469753615999985,0.0,0.0,0,2,2,1.0,1,0.13469753615999985,0.0,0.0,0
bedroom,11,12f93edf-43d1-4009-9639-92b3b604b352_SecondBedroom-1145,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::12f93edf-43d1-4009-9639-92b3b604b352_SecondBedroom-1145,2,True,True,True,True,True,0.022263799997745082,0,warm_start,1.0,1.0,1.0,1,2,0.5,3,1.685357623559373,0.0,0.0,0,2,2,1.0,3,0.4566435621107667,1.2996535467231043,1.2996535467231043,1,2,2,1.0,3,0.4600240171608568,1.2996535467231043,1.2996535467231043,1,2,2,1.0,3,0.4566435621107667,1.2996535467231043,1.2996535467231043,1,2,2,1.0,3,0.4566435621107667,1.2996535467231043,1.2996535467231043,1
bedroom,12,13626eb3-bcc1-455a-a889-78b6c92dfbb6_SecondBedroom-2787,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::13626eb3-bcc1-455a-a889-78b6c92dfbb6_SecondBedroom-2787,2,True,True,True,True,True,0.039230599999427795,1,warm_start,0.0,0.0,0.0,0,2,0.0,3,0.16182457039141693,0.0,0.0,0,1,2,0.5,3,0.16182457039141693,0.3650767256015114,0.3650767256015114,1,0,2,0.0,2,0.14500694622278465,0.3650767256015114,0.3650767256015114,1,1,2,0.5,3,0.16182457039141693,0.3650767256015114,0.3650767256015114,1,1,2,0.5,3,0.16182457039141693,0.3650767256015114,0.3650767256015114,1
bedroom,13,14125793-35c5-4ab8-be6e-3089eaa45bc1_Bedroom-87322,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::14125793-35c5-4ab8-be6e-3089eaa45bc1_Bedroom-87322,1,True,False,False,True,False,0.000986300001386553,0,baseline_rollback,1.0,1.0,1.0,0,1,0.0,3,0.7646555419292356,0.0,0.0,0,0,1,0.0,3,0.7646555419292356,0.0,0.0,0,0,1,0.0,3,0.7646555419292356,0.0,0.0,0,0,1,0.0,3,0.7646555419292356,0.0,0.0,0,0,1,0.0,3,0.7646555419292356,0.0,0.0,0
bedroom,14,15d07e45-2761-43ed-8dfc-f9d4ef58041d_Bedroom-68718,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::15d07e45-2761-43ed-8dfc-f9d4ef58041d_Bedroom-68718,2,True,True,False,True,False,0.0005919000032008626,1,baseline_rollback,1.0,1.0,1.0,1,2,0.5,2,0.9788687185095207,0.0,0.0,0,1,2,0.5,2,0.9788687185095207,0.0,0.0,0,1,2,0.5,2,0.9788687185095207,0.0,0.0,0,1,2,0.5,2,0.9788687185095207,0.0,0.0,0,1,2,0.5,2,0.9788687185095207,0.0,0.0,0
bedroom,15,15de4a4c-2258-4015-9cc3-f2ebbb9d61e5_SecondBedroom-35821,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::15de4a4c-2258-4015-9cc3-f2ebbb9d61e5_SecondBedroom-35821,1,True,True,False,True,False,0.0006585999944945797,1,baseline_rollback,2.0,2.0,2.0,1,1,1.0,1,0.3773064254399998,0.0,0.0,0,1,1,1.0,1,0.3773064254399998,0.0,0.0,0,1,1,1.0,1,0.3773064254399998,0.0,0.0,0,1,1,1.0,1,0.3773064254399998,0.0,0.0,0,1,1,1.0,1,0.3773064254399998,0.0,0.0,0
bedroom,16,185d02b3-ca3f-40a9-a981-71ecb7944538_Bedroom-18055,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::185d02b3-ca3f-40a9-a981-71ecb7944538_Bedroom-18055,2,True,True,False,True,False,0.0012825000012526289,0,baseline_rollback,1.0,1.0,1.0,2,2,1.0,7,0.708242606582746,0.0,0.0,0,2,2,1.0,7,0.708242606582746,0.0,0.0,0,2,2,1.0,7,0.708242606582746,0.0,0.0,0,2,2,1.0,7,0.708242606582746,0.0,0.0,0,2,2,1.0,7,0.708242606582746,0.0,0.0,0
bedroom,17,189b1d9b-894e-43b5-87be-c1b76cba3df4_SecondBedroom-19262,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::189b1d9b-894e-43b5-87be-c1b76cba3df4_SecondBedroom-19262,2,True,True,False,True,False,0.0006948999944142997,0,baseline_rollback,0.0,0.0,0.0,2,2,1.0,1,0.003818136716743837,0.0,0.0,0,2,2,1.0,1,0.003818136716743837,0.0,0.0,0,2,2,1.0,1,0.003818136716743837,0.0,0.0,0,2,2,1.0,1,0.003818136716743837,0.0,0.0,0,2,2,1.0,1,0.003818136716743837,0.0,0.0,0
bedroom,18,198eb9ec-9059-4e26-958e-dc8fb8187713_Bedroom-12864,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::198eb9ec-9059-4e26-958e-dc8fb8187713_Bedroom-12864,1,True,True,False,True,False,0.000571100004890468,1,baseline_rollback,0.0,0.0,0.0,0,1,0.0,2,0.3014142992646436,0.0,0.0,0,0,1,0.0,2,0.3014142992646436,0.0,0.0,0,0,1,0.0,2,0.3014142992646436,0.0,0.0,0,0,1,0.0,2,0.3014142992646436,0.0,0.0,0,0,1,0.0,2,0.3014142992646436,0.0,0.0,0
bedroom,19,19c91c8f-02fc-44d9-b275-84c32f0572ad_SecondBedroom-266050,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::19c91c8f-02fc-44d9-b275-84c32f0572ad_SecondBedroom-266050,2,True,True,False,True,False,0.0008868000004440546,0,baseline_rollback,0.0,0.0,0.0,2,2,1.0,1,0.4704816995060005,0.0,0.0,0,2,2,1.0,1,0.4704816995060005,0.0,0.0,0,2,2,1.0,1,0.4704816995060005,0.0,0.0,0,2,2,1.0,1,0.4704816995060005,0.0,0.0,0,2,2,1.0,1,0.4704816995060005,0.0,0.0,0
bedroom,20,1aa91215-cba7-4c40-8b37-6b21584b5924_MasterBedroom-12352,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::1aa91215-cba7-4c40-8b37-6b21584b5924_MasterBedroom-12352,2,True,True,False,True,False,0.0007130000012693927,0,baseline_rollback,0.0,0.0,0.0,1,2,0.5,2,0.02030393320509309,0.0,0.0,0,1,2,0.5,2,0.02030393320509309,0.0,0.0,0,1,2,0.5,2,0.02030393320509309,0.0,0.0,0,1,2,0.5,2,0.02030393320509309,0.0,0.0,0,1,2,0.5,2,0.02030393320509309,0.0,0.0,0
bedroom,21,1e16532d-1ec8-42c6-a66f-ef21e31c22c1_MasterBedroom-7894,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::1e16532d-1ec8-42c6-a66f-ef21e31c22c1_MasterBedroom-7894,2,True,True,False,True,False,0.0006782999989809468,1,baseline_rollback,0.0,0.0,0.0,2,2,1.0,2,0.21411607757500203,0.0,0.0,0,2,2,1.0,2,0.21411607757500203,0.0,0.0,0,2,2,1.0,2,0.21411607757500203,0.0,0.0,0,2,2,1.0,2,0.21411607757500203,0.0,0.0,0,2,2,1.0,2,0.21411607757500203,0.0,0.0,0
bedroom,22,1e4c1b89-895e-4663-9469-f2e837fb39fd_MasterBedroom-118594,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::1e4c1b89-895e-4663-9469-f2e837fb39fd_MasterBedroom-118594,2,True,True,False,True,False,0.0006793000065954402,0,baseline_rollback,1.0,1.0,1.0,1,2,0.5,3,1.0477397239672377,0.0,0.0,0,1,2,0.5,3,1.0477397239672377,0.0,0.0,0,1,2,0.5,3,1.0477397239672377,0.0,0.0,0,1,2,0.5,3,1.0477397239672377,0.0,0.0,0,1,2,0.5,3,1.0477397239672377,0.0,0.0,0
bedroom,23,205197ab-2552-4466-aa07-fdb2beb1f7ab_MasterBedroom-6399,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::205197ab-2552-4466-aa07-fdb2beb1f7ab_MasterBedroom-6399,2,True,True,True,True,True,0.013311199996678624,1,warm_start,1.0,1.0,1.0,1,2,0.5,2,0.4559148964998122,0.0,0.0,0,2,2,1.0,2,0.4559148964998122,0.8170179546344326,0.8170179546344326,1,1,2,0.5,2,0.4559148964998122,0.8170179546344325,0.8170179546344325,1,2,2,1.0,2,0.4559148964998122,0.8170179546344326,0.8170179546344326,1,2,2,1.0,2,0.4559148964998122,0.8170179546344326,0.8170179546344326,1
bedroom,24,217a37c6-075b-4f4c-a0ab-196e07bb5f3d_SecondBedroom-52584,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::217a37c6-075b-4f4c-a0ab-196e07bb5f3d_SecondBedroom-52584,1,True,True,False,True,False,0.0011929999964195304,0,baseline_rollback,1.0,1.0,1.0,1,1,1.0,7,0.4546436678918181,0.0,0.0,0,1,1,1.0,7,0.4546436678918181,0.0,0.0,0,1,1,1.0,7,0.4546436678918181,0.0,0.0,0,1,1,1.0,7,0.4546436678918181,0.0,0.0,0,1,1,1.0,7,0.4546436678918181,0.0,0.0,0
bedroom,25,21a2b6a2-7126-4727-bf72-68e5f6b57c6b_SecondBedroom-860,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::21a2b6a2-7126-4727-bf72-68e5f6b57c6b_SecondBedroom-860,1,True,True,False,True,False,0.0008774999951128848,0,baseline_rollback,0.0,0.0,0.0,1,1,1.0,3,0.25450597287918086,0.0,0.0,0,1,1,1.0,3,0.25450597287918086,0.0,0.0,0,1,1,1.0,3,0.25450597287918086,0.0,0.0,0,1,1,1.0,3,0.25450597287918086,0.0,0.0,0,1,1,1.0,3,0.25450597287918086,0.0,0.0,0
bedroom,26,22de98d5-60fc-4c5f-92e3-d589af0c57df_MasterBedroom-514,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::22de98d5-60fc-4c5f-92e3-d589af0c57df_MasterBedroom-514,2,True,True,False,True,False,0.0012038999993819743,1,baseline_rollback,2.0,2.0,2.0,2,2,1.0,3,0.3502983440721173,0.0,0.0,0,2,2,1.0,3,0.3502983440721173,0.0,0.0,0,2,2,1.0,3,0.3502983440721173,0.0,0.0,0,2,2,1.0,3,0.3502983440721173,0.0,0.0,0,2,2,1.0,3,0.3502983440721173,0.0,0.0,0
bedroom,27,23332f94-e456-4e6e-b308-aa13e69b9c47_SecondBedroom-11204,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::23332f94-e456-4e6e-b308-aa13e69b9c47_SecondBedroom-11204,2,True,True,False,True,False,0.0007537999990745448,0,baseline_rollback,0.0,0.0,0.0,2,2,1.0,2,0.29503808604747156,0.0,0.0,0,2,2,1.0,2,0.29503808604747156,0.0,0.0,0,2,2,1.0,2,0.29503808604747156,0.0,0.0,0,2,2,1.0,2,0.29503808604747156,0.0,0.0,0,2,2,1.0,2,0.29503808604747156,0.0,0.0,0
bedroom,28,23f42f25-fdc1-4897-8905-c60a4545e404_MasterBedroom-4089,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::23f42f25-fdc1-4897-8905-c60a4545e404_MasterBedroom-4089,2,True,True,False,True,False,0.0004966999986208975,0,baseline_rollback,0.0,0.0,0.0,1,2,0.5,1,0.19398556378499981,0.0,0.0,0,1,2,0.5,1,0.19398556378499981,0.0,0.0,0,1,2,0.5,1,0.19398556378499981,0.0,0.0,0,1,2,0.5,1,0.19398556378499981,0.0,0.0,0,1,2,0.5,1,0.19398556378499981,0.0,0.0,0
bedroom,29,2463f2a4-6b9d-4410-9d93-a2415fdffd86_MasterBedroom-21684,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::2463f2a4-6b9d-4410-9d93-a2415fdffd86_MasterBedroom-21684,2,True,True,False,True,False,0.0010653999997884966,1,baseline_rollback,1.0,1.0,1.0,2,2,1.0,2,1.1699487876583685,0.0,0.0,0,2,2,1.0,2,1.1699487876583685,0.0,0.0,0,2,2,1.0,2,1.1699487876583685,0.0,0.0,0,2,2,1.0,2,1.1699487876583685,0.0,0.0,0,2,2,1.0,2,1.1699487876583685,0.0,0.0,0
bedroom,30,249bbe46-04df-4781-ad1a-dd7a60bfccb0_SecondBedroom-8497,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::249bbe46-04df-4781-ad1a-dd7a60bfccb0_SecondBedroom-8497,2,True,True,False,True,False,0.0007278999983100221,0,baseline_rollback,1.0,1.0,1.0,2,2,1.0,2,0.07554868550482154,0.0,0.0,0,2,2,1.0,2,0.07554868550482154,0.0,0.0,0,2,2,1.0,2,0.07554868550482154,0.0,0.0,0,2,2,1.0,2,0.07554868550482154,0.0,0.0,0,2,2,1.0,2,0.07554868550482154,0.0,0.0,0
bedroom,31,25235b9f-c9cc-4dca-ac4c-69614e46e9a9_MasterBedroom-196,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::25235b9f-c9cc-4dca-ac4c-69614e46e9a9_MasterBedroom-196,1,True,True,False,True,False,0.0006552000049850903,0,baseline_rollback,0.0,0.0,0.0,1,1,1.0,0,0.0,0.0,0.0,0,1,1,1.0,0,0.0,0.0,0.0,0,1,1,1.0,0,0.0,0.0,0.0,0,1,1,1.0,0,0.0,0.0,0.0,0,1,1,1.0,0,0.0,0.0,0.0,0
bedroom,32,261774c0-9480-40b3-a85a-4804c96ea443_MasterBedroom-132469,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::261774c0-9480-40b3-a85a-4804c96ea443_MasterBedroom-132469,2,True,True,False,True,False,0.0007908999978099018,1,baseline_rollback,1.0,1.0,1.0,2,2,1.0,2,0.39726430585807454,0.0,0.0,0,2,2,1.0,2,0.39726430585807454,0.0,0.0,0,2,2,1.0,2,0.39726430585807454,0.0,0.0,0,2,2,1.0,2,0.39726430585807454,0.0,0.0,0,2,2,1.0,2,0.39726430585807454,0.0,0.0,0
bedroom,33,28d8d63b-95bb-4993-bdf1-e1da13115118_MasterBedroom-104323,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::28d8d63b-95bb-4993-bdf1-e1da13115118_MasterBedroom-104323,1,True,True,False,True,False,0.0006683999963570386,0,baseline_rollback,0.0,0.0,0.0,0,1,0.0,2,1.6298461322654978,0.0,0.0,0,0,1,0.0,2,1.6298461322654978,0.0,0.0,0,0,1,0.0,2,1.6298461322654978,0.0,0.0,0,0,1,0.0,2,1.6298461322654978,0.0,0.0,0,0,1,0.0,2,1.6298461322654978,0.0,0.0,0
bedroom,34,29aa7167-1c46-4ce0-8c58-3cfb7a7d15af_SecondBedroom-69556,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::29aa7167-1c46-4ce0-8c58-3cfb7a7d15af_SecondBedroom-69556,2,True,True,False,True,False,0.0009514999983366579,0,baseline_rollback,0.0,0.0,0.0,2,2,1.0,3,0.26802715354357176,0.0,0.0,0,2,2,1.0,3,0.26802715354357176,0.0,0.0,0,2,2,1.0,3,0.26802715354357176,0.0,0.0,0,2,2,1.0,3,0.26802715354357176,0.0,0.0,0,2,2,1.0,3,0.26802715354357176,0.0,0.0,0
bedroom,35,29f92b53-a723-41c9-992c-1d146ce542a7_Bedroom-6993,bedroom_sgdiffusion_vq_objfeat_epoch_01999_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json::29f92b53-a723-41c9-992c-1d146ce542a7_Bedroom-6993,2,True,True,False,True,False,0.0005011999965063296,0,baseline_rollback,0.0,0.0,0.0,2,2,1.0,1,0.19398556378499995,0.0,0.0,0,2,2,1.0,1,0.19398556378499995,0.0,0.0,0,2,2,1.0,1,0.19398556378499995,0.0,0.0,0,2,2,1.0,1,0.19398556378499995,0.0,0.0,0,2,2,1.0,1,0.19398556378499995,0.0,0.0,0
